Fixed_Question_Equation,Fixed_Question_Answer,Question,Fixed_Question,Question_Digits,Decimal_Question,Question_Steps,Question_Information_Irrelevance,Question_Length,Question_Length_Cateogry
x=+0.4-0.1,0.3,Greg and Sharon own neighboring cornfields. Greg harvested 0.4 acre of corn on Monday and Sharon harvested 0.1 acre. How many more acres did Greg harvest than Sharon?,Greg and Sharon own neighboring cornfields. Greg harvested 0.4 acre of corn on Monday and Sharon harvested 0.1 acre. How many more acres did Greg harvest than Sharon?,2,1,1,1,166,B. 100<=x<200
x=+0.25+0.5,0.75,"At the hardware store, 0.25 the nails are size 2d and 0.5 the nails are size 4d. What fraction of the nails are either size 2d or 4d?","At the hardware store, 0.25 the nails are size 2d and 0.5 the nails are size 4d. What fraction of the nails are either size 2d or 4d?",3,1,1,2,133,B. 100<=x<200
x=+0.625-0.25,0.375,"While making desserts for a bake sale, Victor used 0.625 scoop of brown sugar as well as 0.25 scoop of white sugar. How much more brown sugar did Victor use?","While making desserts for a bake sale, Victor used 0.625 scoop of brown sugar as well as 0.25 scoop of white sugar. How much more brown sugar did Victor use?",4,1,1,1,157,B. 100<=x<200
x=+0.7-0.6,0.1,Eve ran 0.7 mile and walked 0.6 mile. How much farther did Eve run than walk?,Eve ran 0.7 mile and walked 0.6 mile. How much farther did Eve run than walk?,2,1,1,1,77,A. x<100
x=+0.3+0.4,0.7,Jonah added 0.3 cup of yellow raisins and 0.4 cup of black raisins to a batch of trail mix. How many cups of raisins did Jonah add in all?,Jonah added 0.3 cup of yellow raisins and 0.4 cup of black raisins to a batch of trail mix. How many cups of raisins did Jonah add in all?,2,1,1,1,138,B. 100<=x<200
x=+0.9-0.5,0.4,"When Jake had 1 cat, he needed to serve 0.5 can of cat food each day. Now that Jake has adopted a second cat, he needs to serve a total of 0.9 can each day. How much extra food is needed to feed the second cat?","When Jake had 1 cat, he needed to serve 0.5 can of cat food each day. Now that Jake has adopted a second cat, he needs to serve a total of 0.9 can each day. How much extra food is needed to feed the second cat?",2,1,1,2,210,C. x>=200
x=+0.125+0.5,0.625,In Yardley it snowed 0.125 inch in the morning and 0.5 inch in the afternoon. What was the total amount of snowfall?,In Yardley it snowed 0.125 inch in the morning and 0.5 inch in the afternoon. What was the total amount of snowfall?,4,1,1,1,116,B. 100<=x<200
x=+0.2+0.1,0.3,"While making pastries, a bakery used 0.2 bag of wheat flour and 0.1 bag of white flour. How many bags of flour did the bakery use in all?","While making pastries, a bakery used 0.2 bag of wheat flour and 0.1 bag of white flour. How many bags of flour did the bakery use in all?",2,1,1,1,137,B. 100<=x<200
x=+0.75-0.5,0.25,"Kaleen filled a bucket with 0.75 gallon of water. A few minutes later, she realized only 0.5 gallon of water remained. How much water had leaked out of the bucket?","Kaleen filled a bucket with 0.75 gallon of water. A few minutes later, she realized only 0.5 gallon of water remained. How much water had leaked out of the bucket?",3,1,1,1,163,B. 100<=x<200
x=+0.2+0.4+0.1,0.7,"Irwin's family went on a camping trip in the mountains. On the first day, they hiked from their car to the campsite. First, they hiked 0.2 mile from the car to a stream and 0.4 mile from the stream to a meadow. Then they hiked 0.1 mile from the meadow to the campsite. How many miles did Irwin's family hike in all?","Irwin's family went on a camping trip in the mountains. On the first day, they hiked from their car to the campsite. First, they hiked 0.2 mile from the car to a stream and 0.4 mile from the stream to a meadow. Then they hiked 0.1 mile from the meadow to the campsite. How many miles did Irwin's family hike in all?",2,1,2,1,315,C. x>=200
x=+0.166666666666666+0.166666666666666+0.333333333333333,0.6666666667,"During a visit to an orchard, Charlie picked 0.16666666666666666 bag of Golden Delicious apples, 0.16666666666666666 bag of Macintosh apples and 0.3333333333333333 bag of Cortland apples. How many bags of fruit did Charlie pick in total?","During a visit to an orchard, Charlie picked 0.16666666666666666 bag of Golden Delicious apples, 0.16666666666666666 bag of Macintosh apples and 0.3333333333333333 bag of Cortland apples. How many bags of fruit did Charlie pick in total?",18,1,2,1,237,C. x>=200
x=+0.25+0.25+0.375,0.875,"Before starting her shift, a waitress checks to make sure there is enough mustard for her customers. She finds 0.25 bottle at the first table, 0.25 bottle at the second table and 0.375 bottle at the third table. Altogether, how many bottles of mustard does the waitress find?","Before starting her shift, a waitress checks to make sure there is enough mustard for her customers. She finds 0.25 bottle at the first table, 0.25 bottle at the second table and 0.375 bottle at the third table. Altogether, how many bottles of mustard does the waitress find?",4,1,2,1,275,C. x>=200
x=+0.0833333333333333+0.75+0.0833333333333333,0.9166666667,"A waitress put leftover tarts into the fridge on Thursday night. She noticed that the restaurant had 0.08333333333333333 tart filled with cherries, 0.75 tart filled with blueberries and 0.08333333333333333 tart filled with peaches. How many leftover tarts did the restaurant have in all?","A waitress put leftover tarts into the fridge on Thursday night. She noticed that the restaurant had 0.08333333333333333 tart filled with cherries, 0.75 tart filled with blueberries and 0.08333333333333333 tart filled with peaches. How many leftover tarts did the restaurant have in all?",18,1,2,1,287,C. x>=200
x=+0.111111111111111+0.111111111111111+0.666666666666666,0.8888888889,"On her vacation last summer, Trisha walked all over New York City to buy souvenirs. First, she walked 0.1111111111111111 mile from her hotel to a postcard shop. Then she walked 0.1111111111111111 mile from the postcard shop to a T-shirt shop and 0.6666666666666666 mile from the T-shirt shop back to the hotel. How many miles did Trisha walk in all?","On her vacation last summer, Trisha walked all over New York City to buy souvenirs. First, she walked 0.1111111111111111 mile from her hotel to a postcard shop. Then she walked 0.1111111111111111 mile from the postcard shop to a T-shirt shop and 0.6666666666666666 mile from the T-shirt shop back to the hotel. How many miles did Trisha walk in all?",17,1,2,1,349,C. x>=200
x=+0.166666666666666+0.166666666666666+0.0833333333333333,0.4166666667,"Brandy made trail mix for a backpacking trip. She used 0.16666666666666666 pound of peanuts, 0.16666666666666666 pound of chocolate chips and 0.08333333333333333 pound of raisins. How many pounds of trail mix did Brandy make?","Brandy made trail mix for a backpacking trip. She used 0.16666666666666666 pound of peanuts, 0.16666666666666666 pound of chocolate chips and 0.08333333333333333 pound of raisins. How many pounds of trail mix did Brandy make?",18,1,2,1,225,C. x>=200
x=+0.333333333333333+0.333333333333333+0.166666666666666,0.8333333333,"Allie counted the leftover ice cream after a sundae party. She had 0.3333333333333333 carton of rocky road ice cream, 0.3333333333333333 carton of cookie dough ice cream and 0.16666666666666666 carton of strawberry cheesecake ice cream. How many cartons of ice cream did Allie have in all?","Allie counted the leftover ice cream after a sundae party. She had 0.3333333333333333 carton of rocky road ice cream, 0.3333333333333333 carton of cookie dough ice cream and 0.16666666666666666 carton of strawberry cheesecake ice cream. How many cartons of ice cream did Allie have in all?",18,1,2,1,289,C. x>=200
x=+0.125+0.125+0.5,0.75,"During a canned food drive, items were sorted into bins. The drive resulted in 0.125 bin of soup, 0.125 bin of vegetables and 0.5 bin of pasta. Altogether, how many bins would the canned food take up?","During a canned food drive, items were sorted into bins. The drive resulted in 0.125 bin of soup, 0.125 bin of vegetables and 0.5 bin of pasta. Altogether, how many bins would the canned food take up?",4,1,2,1,200,C. x>=200
x=+0.333333333333333+0.333333333333333+0.0833333333333333,0.75,"Paco's Countertop Company purchased pieces of marble from a quarry. The weights of the pieces they purchased were 0.3333333333333333 ton, 0.3333333333333333 ton and 0.08333333333333333 ton. How many tons of marble did Paco's Countertop Company purchase in all?","Paco's Countertop Company purchased pieces of marble from a quarry. The weights of the pieces they purchased were 0.3333333333333333 ton, 0.3333333333333333 ton and 0.08333333333333333 ton. How many tons of marble did Paco's Countertop Company purchase in all?",18,1,2,1,260,C. x>=200
x=+0.0833333333333333+0.0833333333333333+0.666666666666666,0.8333333333,"Nina did a running drill to get in shape for soccer season. First, Nina ran 0.08333333333333333 mile. Then she ran 0.08333333333333333 mile and 0.6666666666666666 mile. How many miles did Nina run in total?","Nina did a running drill to get in shape for soccer season. First, Nina ran 0.08333333333333333 mile. Then she ran 0.08333333333333333 mile and 0.6666666666666666 mile. How many miles did Nina run in total?",18,1,2,1,206,C. x>=200
x=+0.166666666666666+0.416666666666666+0.0833333333333333,0.6666666667,"Bonnie's science class recorded the rainfall each day. They recorded 0.16666666666666666 centimeter of rain on Monday, 0.4166666666666667 centimeter of rain on Tuesday and 0.08333333333333333 centimeter of rain on Wednesday. How many centimeters of rain did the class record in all?","Bonnie's science class recorded the rainfall each day. They recorded 0.16666666666666666 centimeter of rain on Monday, 0.4166666666666667 centimeter of rain on Tuesday and 0.08333333333333333 centimeter of rain on Wednesday. How many centimeters of rain did the class record in all?",18,1,2,1,282,C. x>=200
x=+0.3+0.1+0.4,0.8,"Last Saturday, Spencer walked all over town running errands. First, he walked 0.3 mile from his house to the library and 0.1 mile from the library to the post office. Then he walked 0.4 mile from the post office back home. How many miles did Spencer walk in all?","Last Saturday, Spencer walked all over town running errands. First, he walked 0.3 mile from his house to the library and 0.1 mile from the library to the post office. Then he walked 0.4 mile from the post office back home. How many miles did Spencer walk in all?",2,1,2,1,262,C. x>=200
x=+0.166666666666666+0.166666666666666+0.5,0.8333333333,"A construction company ordered 0.16666666666666666 ton of concrete, 0.16666666666666666 ton of bricks and 0.5 ton of stone. How many tons of material did the company order in all?","A construction company ordered 0.16666666666666666 ton of concrete, 0.16666666666666666 ton of bricks and 0.5 ton of stone. How many tons of material did the company order in all?",18,1,2,1,179,B. 100<=x<200
x=+0.25+0.375+0.125,0.75,"Kendra made punch for her friend's birthday party. She used 0.25 gallon of grape juice, 0.375 gallon of cranberry juice and 0.125 gallon of club soda. How many gallons of punch did Kendra make?","Kendra made punch for her friend's birthday party. She used 0.25 gallon of grape juice, 0.375 gallon of cranberry juice and 0.125 gallon of club soda. How many gallons of punch did Kendra make?",4,1,2,1,193,B. 100<=x<200
x=+0.5+0.1+0.1,0.7,A spaceship traveled 0.5 light-year from Earth to Planet X and 0.1 light-year from Planet X to Planet Y. Then it traveled 0.1 light-year from Planet Y back to Earth. How many light-years did the spaceship travel in all?,A spaceship traveled 0.5 light-year from Earth to Planet X and 0.1 light-year from Planet X to Planet Y. Then it traveled 0.1 light-year from Planet Y back to Earth. How many light-years did the spaceship travel in all?,2,1,2,1,219,C. x>=200
x=+0.333333333333333+0.333333333333333+0.222222222222222,0.8888888889,"Logan recorded the snowfall every day during a snowstorm. He recorded 0.3333333333333333 centimeter on Wednesday, 0.3333333333333333 centimeter on Thursday and 0.2222222222222222 centimeter on Friday. How many total centimeters of snow did Logan record?","Logan recorded the snowfall every day during a snowstorm. He recorded 0.3333333333333333 centimeter on Wednesday, 0.3333333333333333 centimeter on Thursday and 0.2222222222222222 centimeter on Friday. How many total centimeters of snow did Logan record?",17,1,2,1,253,C. x>=200
x=+0.2+0.1+0.2,0.5,"Ellen made smoothies in the blender. She used 0.2 cup of strawberries, 0.1 cup of yogurt and 0.2 cup of orange juice. How many cups of ingredients did Ellen use for the smoothies?","Ellen made smoothies in the blender. She used 0.2 cup of strawberries, 0.1 cup of yogurt and 0.2 cup of orange juice. How many cups of ingredients did Ellen use for the smoothies?",2,1,2,1,179,B. 100<=x<200
x=+0.25+0.416666666666666+0.25,0.9166666667,"During a school play, Jonah staffed the snack bar. He served 0.25 pitcher of lemonade during the first intermission, 0.4166666666666667 pitcher during the second and 0.25 pitcher during the third. How many pitchers of lemonade did Jonah pour in all?","During a school play, Jonah staffed the snack bar. He served 0.25 pitcher of lemonade during the first intermission, 0.4166666666666667 pitcher during the second and 0.25 pitcher during the third. How many pitchers of lemonade did Jonah pour in all?",17,1,2,1,249,C. x>=200
x=+0.333333333333333+0.333333333333333+0.0833333333333333,0.75,"Heather went to the county fair last weekend. When she got there, she had to walk 0.3333333333333333 mile from the car to the entrance. Then she walked 0.3333333333333333 mile to the carnival rides and 0.08333333333333333 mile from the carnival rides back to the car. How many miles did Heather walk in all?","Heather went to the county fair last weekend. When she got there, she had to walk 0.3333333333333333 mile from the car to the entrance. Then she walked 0.3333333333333333 mile to the carnival rides and 0.08333333333333333 mile from the carnival rides back to the car. How many miles did Heather walk in all?",18,1,2,0,307,C. x>=200
x=+0.166666666666666+0.333333333333333+0.166666666666666,0.6666666667,"A renovation project required 0.16666666666666666 truck-load of sand, 0.3333333333333333 truck-load of dirt and 0.16666666666666666 truck-load of cement. How many truck-loads of material were needed in all?","A renovation project required 0.16666666666666666 truck-load of sand, 0.3333333333333333 truck-load of dirt and 0.16666666666666666 truck-load of cement. How many truck-loads of material were needed in all?",18,1,2,1,206,C. x>=200
x=+0.0833333333333333+0.333333333333333+0.416666666666666,0.8333333333,"Karin's science class weighed plastic rings for an experiment. They found that the orange ring weighed 0.08333333333333333 ounce, the purple ring weighed 0.3333333333333333 ounce and the white ring weighed 0.4166666666666667 ounce. What was the total weight of the plastic rings?","Karin's science class weighed plastic rings for an experiment. They found that the orange ring weighed 0.08333333333333333 ounce, the purple ring weighed 0.3333333333333333 ounce and the white ring weighed 0.4166666666666667 ounce. What was the total weight of the plastic rings?",18,1,2,1,279,C. x>=200
x=+0.166666666666666+1.16666666666666,1.333333333,"Carefully following a recipe, Kenny used exactly 0.16666666666666666 cup of oil and 1.1666666666666667 cups of water. How many cups of liquid did Kenny use in all?","Carefully following a recipe, Kenny used exactly 0.16666666666666666 cup of oil and 1.1666666666666667 cups of water. How many cups of liquid did Kenny use in all?",18,1,1,1,163,B. 100<=x<200
x=+2.83333333333333+2.83333333333333,5.666666667,Dale's Vegetarian Restaurant bought 2.8333333333333335 pounds of green peppers and 2.8333333333333335 pounds of red peppers. How many pounds of peppers did Dale's Vegetarian Restaurant buy in all?,Dale's Vegetarian Restaurant bought 2.8333333333333335 pounds of green peppers and 2.8333333333333335 pounds of red peppers. How many pounds of peppers did Dale's Vegetarian Restaurant buy in all?,17,1,1,1,196,B. 100<=x<200
x=+3.83333333333333-0.166666666666666,3.666666667,"This afternoon Craig left school, rode the bus 3.8333333333333335 miles and then walked 0.16666666666666666 mile to get home. How much farther did Craig ride than walk?","This afternoon Craig left school, rode the bus 3.8333333333333335 miles and then walked 0.16666666666666666 mile to get home. How much farther did Craig ride than walk?",18,1,1,1,168,B. 100<=x<200
x=+7.125-0.625,6.5,Kelly's chemistry textbook weighs 7.125 pounds and her geometry textbook weighs 0.625 pound. How much more does the chemistry textbook weigh than the geometry textbook?,Kelly's chemistry textbook weighs 7.125 pounds and her geometry textbook weighs 0.625 pound. How much more does the chemistry textbook weigh than the geometry textbook?,4,1,1,1,168,B. 100<=x<200
x=+10+5.1,15.1,Roadster's Paving Company used 10 tons of cement to pave Lexi's street and 5.1 tons of cement to pave Tess's street. How much cement did Roadster's Paving Company use in all?,Roadster's Paving Company used 10 tons of cement to pave Lexi's street and 5.1 tons of cement to pave Tess's street. How much cement did Roadster's Paving Company use in all?,2,1,1,0,174,B. 100<=x<200
x=+1+8.8,9.8,"On a hot day, Sam poured 1 bucket of water into a plastic wading pool. A few minutes later he added another 8.8 buckets. How much water did Sam pour into the pool?","On a hot day, Sam poured 1 bucket of water into a plastic wading pool. A few minutes later he added another 8.8 buckets. How much water did Sam pour into the pool?",2,1,1,0,163,B. 100<=x<200
x=+1.125+2.125,3.25,Kyle jogged 1.125 laps in P.E. Class and 2.125 laps during track practice. How many laps did Kyle jog in all?,Kyle jogged 1.125 laps in P.E. Class and 2.125 laps during track practice. How many laps did Kyle jog in all?,4,1,1,1,109,B. 100<=x<200
x=+3+6.8,9.8,"A bucket contains 3 gallons of water. If Derek adds 6.8 gallons more, how many gallons will there be in all?","A bucket contains 3 gallons of water. If Derek adds 6.8 gallons more, how many gallons will there be in all?",2,1,1,0,108,B. 100<=x<200
x=+2.66666666666666+2.66666666666666,5.333333333,"At a pizza party, Mason and his friends drank 2.6666666666666665 bottles of lemon-lime soda and 2.6666666666666665 bottles of cola. How much soda did they drink in all?","At a pizza party, Mason and his friends drank 2.6666666666666665 bottles of lemon-lime soda and 2.6666666666666665 bottles of cola. How much soda did they drink in all?",17,1,1,1,168,B. 100<=x<200
x=+11.1666666666666-0.833333333333333,10.33333333,Professor Ellison weighed 2 pieces of metal for an experiment. The piece of iron weighed 11.166666666666666 pounds and the piece of aluminum weighed 0.8333333333333334 pound. How much more did the piece of iron weigh than the piece of aluminum?,Professor Ellison weighed 2 pieces of metal for an experiment. The piece of iron weighed 11.166666666666666 pounds and the piece of aluminum weighed 0.8333333333333334 pound. How much more did the piece of iron weigh than the piece of aluminum?,17,1,1,2,244,C. x>=200
x=+1.25+5.25,6.5,"As part of a lesson on earthquakes, a science class is researching the movement of a nearby fault line. The fault line moved 1.25 inches during the past year and 5.25 inches the year before. How far did the fault line move in all?","As part of a lesson on earthquakes, a science class is researching the movement of a nearby fault line. The fault line moved 1.25 inches during the past year and 5.25 inches the year before. How far did the fault line move in all?",3,1,1,1,230,C. x>=200
x=+10.2+8.6,18.8,"Hoping to be named Salesperson of the Month, Rosa called the names from 10.2 pages of the phone book last week. This week, she called the people listed on another 8.6 pages of the same phone book. How many pages worth of people did Rosa call in all?","Hoping to be named Salesperson of the Month, Rosa called the names from 10.2 pages of the phone book last week. This week, she called the people listed on another 8.6 pages of the same phone book. How many pages worth of people did Rosa call in all?",3,1,1,1,249,C. x>=200
x=+3.66666666666666-2.33333333333333,1.333333333,"At the beach, Janet and her sister both built sandcastles and then measured their heights. Janet's sandcastle was 3.6666666666666665 feet tall and her sister's was 2.3333333333333335 feet tall. How much taller was Janet's sandcastle than her sister's?","At the beach, Janet and her sister both built sandcastles and then measured their heights. Janet's sandcastle was 3.6666666666666665 feet tall and her sister's was 2.3333333333333335 feet tall. How much taller was Janet's sandcastle than her sister's?",17,1,1,1,251,C. x>=200
x=+3-1.16666666666666,1.833333333,Nicole found an orange caterpillar and a green caterpillar in her backyard. The green caterpillar was 3 inches long and the orange caterpillar was 1.1666666666666667 inches long. How much longer was the green caterpillar than the orange caterpillar?,Nicole found an orange caterpillar and a green caterpillar in her backyard. The green caterpillar was 3 inches long and the orange caterpillar was 1.1666666666666667 inches long. How much longer was the green caterpillar than the orange caterpillar?,17,1,1,1,249,C. x>=200
x=+3.25+0.25,3.5,Alec and his roommates ate 3.25 pints of ice cream on Friday night and 0.25 pint of ice cream on Saturday night. How many pints did they eat in all?,Alec and his roommates ate 3.25 pints of ice cream on Friday night and 0.25 pint of ice cream on Saturday night. How many pints did they eat in all?,3,1,1,1,148,B. 100<=x<200
x=+8.75-6,2.75,"A farmer started the day with 8.75 buckets of seeds. After spending the morning sowing seeds, she now has 6 buckets. How many buckets of seeds did the farmer sow?","A farmer started the day with 8.75 buckets of seeds. After spending the morning sowing seeds, she now has 6 buckets. How many buckets of seeds did the farmer sow?",3,1,1,1,162,B. 100<=x<200
x=+2.33333333333333-1,1.333333333,Irene just bought a new lamp for her bedside table. The old lamp was 1 foot tall and the new lamp is 2.3333333333333335 feet tall. How much taller is the new lamp than the old lamp?,Irene just bought a new lamp for her bedside table. The old lamp was 1 foot tall and the new lamp is 2.3333333333333335 feet tall. How much taller is the new lamp than the old lamp?,17,1,1,1,181,B. 100<=x<200
x=+7.66666666666666-3.33333333333333,4.333333333,Ezra drew a white line that was 7.666666666666667 inches long. Then he drew a blue line that was 3.3333333333333335 inches long. How much longer was the white line than the blue line?,Ezra drew a white line that was 7.666666666666667 inches long. Then he drew a blue line that was 3.3333333333333335 inches long. How much longer was the white line than the blue line?,17,1,1,1,183,B. 100<=x<200
x=+7.75+7,14.75,"There are 7.75 gallons of water in Becky's fish tank. If Becky adds 7 gallons more, how many gallons will there be in all?","There are 7.75 gallons of water in Becky's fish tank. If Becky adds 7 gallons more, how many gallons will there be in all?",3,1,1,0,122,B. 100<=x<200
x=+19.8333333333333-9.16666666666666,10.66666667,Wendy ran 19.833333333333332 miles and walked 9.166666666666666 miles. How much farther did Wendy run than walk?,Wendy ran 19.833333333333332 miles and walked 9.166666666666666 miles. How much farther did Wendy run than walk?,17,1,1,1,112,B. 100<=x<200
x=+0.6-0.4,0.2,Kenji and his classmates placed colored blocks on a scale during a science lab. The yellow block weighed 0.6 pounds and the green block weighed 0.4 pounds. How much more did the yellow block weigh than the green block?,Kenji and his classmates placed colored blocks on a scale during a science lab. The yellow block weighed 0.6 pounds and the green block weighed 0.4 pounds. How much more did the yellow block weigh than the green block?,2,1,1,1,218,C. x>=200
x=+8.2+1.6,9.8,"Terrell hiked 8.2 miles on Saturday. Then, on Sunday, he hiked another 1.6 miles. How far did Terrell hike all together?","Terrell hiked 8.2 miles on Saturday. Then, on Sunday, he hiked another 1.6 miles. How far did Terrell hike all together?",2,1,1,1,120,B. 100<=x<200
x=+0.41-0.33,0.08,A carpenter bought a piece of wood that was 0.41 meters long. Then she sawed 0.33 meters off the end. How long is the piece of wood now?,A carpenter bought a piece of wood that was 0.41 meters long. Then she sawed 0.33 meters off the end. How long is the piece of wood now?,3,1,1,1,136,B. 100<=x<200
x=+0.1+0.4,0.5,Kelly bought 0.1 pounds of peanuts and 0.4 pounds of raisins. How many pounds of snacks did she buy in all?,Kelly bought 0.1 pounds of peanuts and 0.4 pounds of raisins. How many pounds of snacks did she buy in all?,2,1,1,1,107,B. 100<=x<200
x=+9.91+4.11,14.02,Kevin bought 2 watermelons. The first watermelon was 9.91 pounds and the second watermelon was 4.11 pounds. How many pounds of watermelon did Kevin buy?,Kevin bought 2 watermelons. The first watermelon was 9.91 pounds and the second watermelon was 4.11 pounds. How many pounds of watermelon did Kevin buy?,3,1,1,2,152,B. 100<=x<200
x=+0.81-0.35,0.46,In March it rained 0.81 inches. It rained 0.35 inches less in April than in March. How much did it rain in April?,In March it rained 0.81 inches. It rained 0.35 inches less in April than in March. How much did it rain in April?,3,1,1,1,113,B. 100<=x<200
x=+6+3.12,9.12,"Ron weighed 2 colored metal balls during a science class. The blue ball weighed 6 pounds and the brown ball weighed 3.12 pounds. If Ron places both balls on the scale at the same time, what will the scale read?","Ron weighed 2 colored metal balls during a science class. The blue ball weighed 6 pounds and the brown ball weighed 3.12 pounds. If Ron places both balls on the scale at the same time, what will the scale read?",3,1,1,2,210,C. x>=200
x=+0.36-0.05,0.31,"A bee colony produced 0.36 pounds of honey, but bears ate 0.05 pounds of it. How much honey remains?","A bee colony produced 0.36 pounds of honey, but bears ate 0.05 pounds of it. How much honey remains?",3,1,1,0,100,B. 100<=x<200
x=+0.9-0.7,0.2,"It rained 0.9 inches on Monday. On Tuesday, it rained 0.7 inches less than on Monday. How much did it rain on Tuesday?","It rained 0.9 inches on Monday. On Tuesday, it rained 0.7 inches less than on Monday. How much did it rain on Tuesday?",2,1,1,1,118,B. 100<=x<200
x=+0.32+0.21,0.53,It snowed 0.32 inches on Monday and 0.21 inches on Tuesday. How much did it snow on Monday and Tuesday combined?,It snowed 0.32 inches on Monday and 0.21 inches on Tuesday. How much did it snow on Monday and Tuesday combined?,3,1,1,1,112,B. 100<=x<200
x=+0.25-0.16,0.09,Brennan had 0.25 grams of pepper. Then he used 0.16 grams of the pepper to make some scrambled eggs. How much pepper does Brennan have?,Brennan had 0.25 grams of pepper. Then he used 0.16 grams of the pepper to make some scrambled eggs. How much pepper does Brennan have?,3,1,1,0,135,B. 100<=x<200
x=+5.91+8.11,14.02,A construction company bought 5.91 tons of gravel and 8.11 tons of sand. How many tons of material did the company buy in all?,A construction company bought 5.91 tons of gravel and 8.11 tons of sand. How many tons of material did the company buy in all?,3,1,1,1,126,B. 100<=x<200
x=+0.2+0.4,0.6,It rained 0.2 inches on Saturday and 0.4 inches on Sunday. How much did it rain on Saturday and Sunday combined?,It rained 0.2 inches on Saturday and 0.4 inches on Sunday. How much did it rain on Saturday and Sunday combined?,2,1,1,1,112,B. 100<=x<200
x=+9.8-5.2,4.6,Pamela bought 9.8 ounces of sugar and she spilled 5.2 ounces of it on the floor. How much is?,Pamela bought 9.8 ounces of sugar and she spilled 5.2 ounces of it on the floor. How much is left?,2,1,1,0,98,A. x<100
x=+3.42-2.2,1.22,Gordon bought 3.42 pounds of fruit for a class party. The class ate 2.2 pounds of the fruit. How much fruit is?,Gordon bought 3.42 pounds of fruit for a class party. The class ate 2.2 pounds of the fruit. How much fruit is left?,3,1,1,1,116,B. 100<=x<200
x=+0.14+0.38,0.52,A chef bought 0.14 kilograms of almonds and 0.38 kilograms of pecans. How many kilograms of nuts did the chef buy in all?,A chef bought 0.14 kilograms of almonds and 0.38 kilograms of pecans. How many kilograms of nuts did the chef buy in all?,3,1,1,1,121,B. 100<=x<200
x=+4+8.7,12.7,Marta picked 2 pumpkins. The first pumpkin weighed 4 pounds and the second pumpkin weighed 8.7 pounds. How much did the 2 pumpkins weigh all together?,Marta picked 2 pumpkins. The first pumpkin weighed 4 pounds and the second pumpkin weighed 8.7 pounds. How much did the 2 pumpkins weigh all together?,2,1,1,2,150,B. 100<=x<200
x=+4.1-2.4,1.7,A truck carrying 4.1 pounds of sand travels to a construction yard and loses 2.4 pounds of sand along the way. How much sand does the truck have when it arrives at the yard?,A truck carrying 4.1 pounds of sand travels to a construction yard and loses 2.4 pounds of sand along the way. How much sand does the truck have when it arrives at the yard?,2,1,1,1,173,B. 100<=x<200
x=+4.4+2.86,7.26,Tori was 4.4 feet tall. Then she grew 2.86 feet taller. How tall is Tori now?,Tori was 4.4 feet tall. Then she grew 2.86 feet taller. How tall is Tori now?,3,1,1,0,77,A. x<100
x=+8.9-2.3,6.6,A carpenter bought a piece of wood that was 8.9 centimeters long. Then he sawed 2.3 centimeters off the end. How long is the piece of wood now?,A carpenter bought a piece of wood that was 8.9 centimeters long. Then he sawed 2.3 centimeters off the end. How long is the piece of wood now?,2,1,1,0,143,B. 100<=x<200
x=+49-13,36,Jason found 49 seashells and 48 starfish on the beach. He gave 13 of the seashells to Tim. How many seashells does Jason now have?,Jason found 49 seashells and 48 starfish on the beach. He gave 13 of the seashells to Tim. How many seashells does Jason now have?,2,0,1,2,130,B. 100<=x<200
x=+29+11,40,Joan grew 29 carrots and 14 watermelons. Jessica grew 11 carrots. How many carrots did they grow in all?,Joan grew 29 carrots and 14 watermelons. Jessica grew 11 carrots. How many carrots did they grow in all?,2,0,1,2,104,B. 100<=x<200
x=+39-24,15,Sally had 39 baseball cards and 9 were torn. Sara bought 24 of Sally's baseball cards. How many baseball cards does Sally have now?,Sally had 39 baseball cards and 9 were torn. Sara bought 24 of Sally's baseball cards. How many baseball cards does Sally have now?,2,0,1,2,131,B. 100<=x<200
x=+32-23,9,Dan has 32 green and 38 violet marbles. Mike took 23 of Dan's green marbles. How many green marbles does Dan now have?,Dan has 32 green and 38 violet marbles. Mike took 23 of Dan's green marbles. How many green marbles does Dan now have?,2,0,1,2,118,B. 100<=x<200
x=+18+42,60,Jason has 18 books and he has read 9 of them. Mary has 42 books. How many books do they have together?,Jason has 18 books and he has read 9 of them. Mary has 42 books. How many books do they have together?,2,0,1,2,102,B. 100<=x<200
x=+32+31,63,Jason grew 32 watermelons and 22 cantelopes. Dan grew 31 watermelons. How many watermelons did they grow in total?,Jason grew 32 watermelons and 22 cantelopes. Dan grew 31 watermelons. How many watermelons did they grow in total?,2,0,1,2,114,B. 100<=x<200
x=+66-52,14,Benny found 66 seashells and 49 starfish on the beach. He gave 52 of the seashells to Jason. How many seashells does Benny now have?,Benny found 66 seashells and 49 starfish on the beach. He gave 52 of the seashells to Jason. How many seashells does Benny now have?,2,0,1,2,132,B. 100<=x<200
x=+41+12,53,There are 41 crayons and 26 pencils in the drawer. Sam placed 12 crayons in the drawer. How many crayons are now there in total?,There are 41 crayons and 26 pencils in the drawer. Sam placed 12 crayons in the drawer. How many crayons are now there in total?,2,0,1,2,128,B. 100<=x<200
x=+87-75,12,Mike had 33 quarters and 87 nickels in his bank. His dad borrowed 75 nickels from Mike. How many nickels does he have now?,Mike had 33 quarters and 87 nickels in his bank. His dad borrowed 75 nickels from Mike. How many nickels does he have now?,2,0,1,2,122,B. 100<=x<200
